☑️,ID,Parent ID,Уровень,Путь в иерархии,Название категории,URL,Товаров,В наличии,SEO статус,AI статус,Обновлено,Админка
false,21387714,21387682,3,Каталог > Бинокли > Бинокли 12 кратные > Бинокли 12x32,      └─ Бинокли 12x32,/collection/binokli-12x32,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387714
false,21387720,21387682,3,Каталог > Бинокли > Бинокли 12 кратные > Бинокли 12х42,      └─ Бинокли 12х42,/collection/binokli-12h42,13,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387720
false,21387691,21387682,3,Каталог > Бинокли > Бинокли 12 кратные > Бинокли 12x45,      └─ Бинокли 12x45,/collection/binokli-12-45,10,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387691
false,21387710,21387682,3,Каталог > Бинокли > Бинокли 12 кратные > Бинокли 12х50,      └─ Бинокли 12х50,/collection/binokli-12h50,66,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387710
false,21407719,9175197,2,Каталог > Бинокли > Бинокли 15 кратные,    └─ Бинокли 15 кратные,/collection/binokli-15-kratnye,31,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21407719
false,30430231,21407719,3,Каталог > Бинокли > Бинокли 15 кратные > Бинокли 15x50,      └─ Бинокли 15x50,/collection/binokli-15x50,11,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30430231
false,21448849,21407719,3,Каталог > Бинокли > Бинокли 15 кратные > Бинокли 15х60,      └─ Бинокли 15х60,/collection/binokli-15h60,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448849
false,21448536,21407719,3,Каталог > Бинокли > Бинокли 15 кратные > Бинокли 15х70,      └─ Бинокли 15х70,/collection/binokli-15h70,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448536
false,21448853,9175197,2,Каталог > Бинокли > Бинокли 16 кратные,    └─ Бинокли 16 кратные,/collection/binokli-16-kratnye,45,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448853
false,21739165,21448853,3,Каталог > Бинокли > Бинокли 16 кратные > Бинокли 16x32,      └─ Бинокли 16x32,/collection/binokli-16x32,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739165
false,21448872,21448853,3,Каталог > Бинокли > Бинокли 16 кратные > Бинокли 16x40,      └─ Бинокли 16x40,/collection/binokli-16-40,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448872
false,21448868,21448853,3,Каталог > Бинокли > Бинокли 16 кратные > Бинокли 16х50,      └─ Бинокли 16х50,/collection/binokli-16h50,26,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448868
false,21448911,9175197,2,Каталог > Бинокли > Бинокли 18 кратные,    └─ Бинокли 18 кратные,/collection/binokli-18-kratnye,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448911
false,21738155,9175197,2,Каталог > Бинокли > Бинокли 20 кратные,    └─ Бинокли 20 кратные,/collection/binokli-20-kratnye,46,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21738155
false,21739177,21738155,3,Каталог > Бинокли > Бинокли 20 кратные > Бинокли 20х50,      └─ Бинокли 20х50,/collection/binokli-20h50,25,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739177
false,21448922,21738155,3,Каталог > Бинокли > Бинокли 20 кратные > Бинокли 20х60,      └─ Бинокли 20х60,/collection/binokli-20h60,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448922
false,21448944,21738155,3,Каталог > Бинокли > Бинокли 20 кратные > Бинокли 20x80,      └─ Бинокли 20x80,/collection/binokli-20-80,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448944
false,21448947,9175197,2,Каталог > Бинокли > Бинокли 25 кратные,    └─ Бинокли 25 кратные,/collection/binokli-25-kratnye,11,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448947
false,21448979,9175197,2,Каталог > Бинокли > Бинокли 30 кратные,    └─ Бинокли 30 кратные,/collection/binokli-30-kratnye,22,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21448979
false,21691391,9175197,2,Каталог > Бинокли > Бинокли 40 кратные,    └─ Бинокли 40 кратные,/collection/40-kratnye-binokli,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21691391
false,21691400,9175197,2,Каталог > Бинокли > Бинокли 50 кратные,    └─ Бинокли 50 кратные,/collection/binokli-50-kratnye,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21691400
false,9502077,9175197,2,Каталог > Бинокли > Аксессуары для биноклей,    └─ Аксессуары для биноклей,/collection/aksessuary,50,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9502077
false,14325438,9502077,3,Каталог > Бинокли > Аксессуары для биноклей > Салфетки для стекол,      └─ Салфетки для стекол,/collection/salfetki-dlya-optiki,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14325438
false,14325451,9502077,3,Каталог > Бинокли > Аксессуары для биноклей > Карандаши для чистки оптических поверхностей,      └─ Карандаши для чистки оптических поверхностей,/collection/karandash-dlya-optiki,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14325451
false,14325452,9502077,3,Каталог > Бинокли > Аксессуары для биноклей > Наборы для ухода за оптикой,      └─ Наборы для ухода за оптикой,/collection/nabor-dlya-uhoda-za-optikoy,7,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14325452
false,49800225,9175197,2,Каталог > Бинокли > Тест,    └─ Тест,/collection/test-3,0,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/49800225
false,26065675,9069711,1,Каталог > Бинокли по брендам,  └─ Бинокли по брендам,/collection/vse-brendy-binokli,1578,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/26065675
false,9171623,26065675,2,Каталог > Бинокли по брендам > Бинокли Veber,    └─ Бинокли Veber,/collection/binokli-veber,124,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9171623
false,30054480,9171623,1,Каталог > Бинокли по брендам > Бинокли Veber > Полевые бинокли Veber,  └─ Полевые бинокли Veber,/collection/polevye-binokli-veber,58,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30054480
false,30054492,9171623,1,Каталог > Бинокли по брендам > Бинокли Veber > Бинокли для охоты Veber,  └─ Бинокли для охоты Veber,/collection/binokli-dlya-ohoty-veber,40,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30054492
false,21691881,9171623,1,Каталог > Бинокли по брендам > Бинокли Veber > Театральные бинокли Veber,  └─ Театральные бинокли Veber,/collection/teatralnye-binokli-veber,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21691881
false,30054502,9171623,1,Каталог > Бинокли по брендам > Бинокли Veber > Армейские бинокли Veber,  └─ Армейские бинокли Veber,/collection/armeyskie-binokli-veber,58,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30054502
false,30048896,9171623,1,Каталог > Бинокли по брендам > Бинокли Veber > Ночные бинокли Veber,  └─ Ночные бинокли Veber,/collection/binokli-nochnogo-videniya-veber,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30048896
false,21276416,9171623,1,Каталог > Бинокли по брендам > Бинокли Veber > Бинокли с дальномером Veber,  └─ Бинокли с дальномером Veber,/collection/binokli-s-dalnomerom-veber,7,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21276416
